"Region","Year","AgeLow","AgeUp","Sex","Variable","Quantile","Measles","HIV","LRI","TB","Diarrhoeal","Malaria","OtherCMPN","Congenital","Digestive","Neoplasms","OtherNCD","Drowning","RTI","OtherInj","NatDis","CollectVio"
"Latin America and Caribbean",2019,5,9,"B","Rate","Lower",0,0.00589,0.06299,0.00556,0.02891,0.00012,0.10098,0.08492,0.03479,0.21514,0.29142,0.05683,0.11186,0.15278,0.00413,0
"Latin America and Caribbean",2019,5,9,"B","Rate","Point",0,0.00796,0.07143,0.01275,0.03538,0.00042,0.11434,0.09122,0.03879,0.22882,0.3076,0.06261,0.12098,0.16523,0.00562,0
"Latin America and Caribbean",2019,5,9,"B","Rate","Upper",0,0.01018,0.08201,0.02203,0.04274,0.0008,0.12945,0.09837,0.04346,0.24469,0.32788,0.0689,0.13194,0.18001,0.00731,0
"Middle East and North Africa",2000,5,9,"B","Deaths","Lower",394,7,1773,150,1040,41,2713,1279,555,2783,3870,1949,2783,3584,1,96
"Middle East and North Africa",2000,5,9,"B","Deaths","Point",1273,12,2022,307,1173,50,3287,1394,632,2943,4219,2168,2996,3932,5,116
"Middle East and North Africa",2000,5,9,"B","Deaths","Upper",3259,18,2324,578,1355,60,3925,1543,725,3170,4648,2437,3258,4363,11,138
"Middle East and North Africa",2000,5,9,"B","Fraction","Lower",0.01501,0.00029,0.06621,0.0055,0.03921,0.00158,0.09837,0.04804,0.02089,0.10371,0.14558,0.07326,0.10341,0.13532,0.00003,0.00354
"Middle East and North Africa",2000,5,9,"B","Fraction","Point",0.04797,0.00046,0.07622,0.01157,0.0442,0.00188,0.1239,0.05256,0.02382,0.11094,0.15902,0.08172,0.11295,0.14822,0.0002,0.00438
"Middle East and North Africa",2000,5,9,"B","Fraction","Upper",0.11682,0.00067,0.08497,0.02205,0.04966,0.00219,0.14679,0.05718,0.02679,0.11633,0.17314,0.08985,0.12151,0.16152,0.00039,0.00519
"Middle East and North Africa",2000,5,9,"B","Rate","Lower",0.05141,0.001,0.23105,0.01965,0.13555,0.00542,0.3535,0.16667,0.07241,0.3626,0.50419,0.25391,0.36261,0.46698,0.00013,0.01251
"Middle East and North Africa",2000,5,9,"B","Rate","Point",0.16576,0.00159,0.26338,0.03998,0.15274,0.0065,0.42814,0.18162,0.08231,0.38336,0.5495,0.28239,0.39031,0.51218,0.00069,0.01514
"Middle East and North Africa",2000,5,9,"B","Rate","Upper",0.42446,0.00228,0.30259,0.07529,0.17649,0.00775,0.51117,0.20096,0.09434,0.41281,0.60534,0.31743,0.42428,0.56826,0.00131,0.01797
"Middle East and North Africa",2001,5,9,"B","Deaths","Lower",280,8,1662,140,977,49,2674,1226,524,2676,3662,1814,2578,3367,83,71
"Middle East and North Africa",2001,5,9,"B","Deaths","Point",834,12,1904,295,1108,59,3115,1339,603,2837,4011,2018,2788,3701,102,95
"Middle East and North Africa",2001,5,9,"B","Deaths","Upper",2133,17,2186,507,1279,71,3683,1483,693,3064,4436,2268,3042,4111,122,129
"Middle East and North Africa",2001,5,9,"B","Fraction","Lower",0.01128,0.00034,0.06736,0.00549,0.03987,0.00199,0.10637,0.04971,0.02127,0.10725,0.14784,0.0731,0.10341,0.13641,0.00328,0.00284
"Middle East and North Africa",2001,5,9,"B","Fraction","Point",0.03359,0.0005,0.07671,0.01188,0.04463,0.00236,0.1255,0.05396,0.02428,0.11429,0.1616,0.08131,0.11233,0.14912,0.0041,0.00383
"Middle East and North Africa",2001,5,9,"B","Fraction","Upper",0.08179,0.00068,0.08567,0.02046,0.05046,0.00277,0.14484,0.05853,0.02725,0.11982,0.17624,0.08934,0.12047,0.16156,0.00495,0.00513
"Middle East and North Africa",2001,5,9,"B","Rate","Lower",0.03696,0.0011,0.21884,0.01851,0.12857,0.00644,0.35201,0.16134,0.06906,0.3523,0.48201,0.23877,0.33942,0.44316,0.01092,0.00941
"Middle East and North Africa",2001,5,9,"B","Rate","Point",0.10971,0.00163,0.25055,0.0388,0.14577,0.00771,0.4099,0.17624,0.0793,0.37329,0.52781,0.26557,0.36689,0.48705,0.01339,0.01251
"Middle East and North Africa",2001,5,9,"B","Rate","Upper",0.28065,0.0022,0.28757,0.06664,0.16821,0.0093,0.48454,0.1951,0.09117,0.40309,0.5837,0.2984,0.40016,0.5409,0.01606,0.01698
"Middle East and North Africa",2002,5,9,"B","Deaths","Lower",131,10,1561,140,922,56,2471,1179,505,2586,3516,1696,2398,3176,29,90
"Middle East and North Africa",2002,5,9,"B","Deaths","Point",667,15,1791,301,1051,68,2926,1292,582,2756,3852,1888,2611,3508,42,137
"Middle East and North Africa",2002,5,9,"B","Deaths","Upper",1977,20,2070,584,1222,84,3469,1432,670,2979,4259,2129,2857,3900,55,206
"Middle East and North Africa",2002,5,9,"B","Fraction","Lower",0.00563,0.00043,0.06672,0.00592,0.03982,0.00241,0.10425,0.05067,0.02169,0.11008,0.1508,0.07228,0.10214,0.13694,0.00124,0.00387
"Middle East and North Africa",2002,5,9,"B","Fraction","Point",0.0284,0.00063,0.07626,0.01283,0.04474,0.00291,0.12459,0.05499,0.02477,0.11733,0.16399,0.08039,0.11116,0.14935,0.00178,0.00585
"Middle East and North Africa",2002,5,9,"B","Fraction","Upper",0.08148,0.00084,0.08592,0.02507,0.0507,0.00345,0.14405,0.05977,0.02789,0.12326,0.17896,0.08859,0.11973,0.16251,0.00235,0.00868
"Middle East and North Africa",2002,5,9,"B","Rate","Lower",0.01751,0.00133,0.20734,0.01866,0.12245,0.00752,0.32817,0.15667,0.06714,0.34342,0.46693,0.22529,0.31855,0.42186,0.00385,0.01207
"Middle East and North Africa",2002,5,9,"B","Rate","Point",0.08857,0.00196,0.23783,0.04001,0.13953,0.00908,0.38856,0.1715,0.07725,0.36592,0.51144,0.25071,0.34667,0.46578,0.00555,0.01824
"Middle East and North Africa",2002,5,9,"B","Rate","Upper",0.26251,0.00262,0.27482,0.07742,0.16221,0.01106,0.4606,0.19001,0.08889,0.39552,0.56545,0.28261,0.37934,0.51783,0.00718,0.02728
"Middle East and North Africa",2003,5,9,"B","Deaths","Lower",193,11,1447,160,867,49,2263,1144,485,2523,3347,1597,2260,3002,2962,2067
"Middle East and North Africa",2003,5,9,"B","Deaths","Point",976,16,1674,340,994,60,2751,1259,560,2699,3685,1777,2470,3318,3057,3589
"Middle East and North Africa",2003,5,9,"B","Deaths","Upper",2699,22,1943,592,1160,74,3269,1403,645,2930,4088,2009,2704,3692,3167,5626
"Middle East and North Africa",2003,5,9,"B","Fraction","Lower",0.00652,0.00038,0.04909,0.00539,0.02949,0.00165,0.07665,0.03905,0.01657,0.08536,0.11383,0.05385,0.07656,0.10292,0.0923,0.07572
"Middle East and North Africa",2003,5,9,"B","Fraction","Point",0.03339,0.00056,0.05728,0.01164,0.034,0.00206,0.09414,0.04307,0.01916,0.09236,0.12609,0.06081,0.08452,0.11352,0.1046,0.1228
"Middle East and North Africa",2003,5,9,"B","Fraction","Upper",0.08731,0.00075,0.06542,0.02049,0.03932,0.00253,0.11139,0.04754,0.02203,0.09866,0.14009,0.06826,0.09178,0.12635,0.11588,0.17349
"Middle East and North Africa",2003,5,9,"B","Rate","Lower",0.02589,0.00154,0.19361,0.02141,0.11597,0.00661,0.30271,0.15299,0.06495,0.3375,0.44771,0.21357,0.30226,0.40152,0.39619,0.27649
"Middle East and North Africa",2003,5,9,"B","Rate","Point",0.13048,0.00219,0.22384,0.04549,0.13286,0.00805,0.36788,0.16831,0.07487,0.36092,0.49273,0.23763,0.33028,0.44361,0.40875,0.47987
"Middle East and North Africa",2003,5,9,"B","Rate","Upper",0.36092,0.00287,0.2597,0.07913,0.15503,0.00985,0.437,0.18751,0.08616,0.3916,0.54659,0.26857,0.36152,0.49345,0.42349,0.75204
"Middle East and North Africa",2004,5,9,"B","Deaths","Lower",290,13,1410,154,807,37,2172,1118,462,2446,3223,1508,2136,2839,38,1744
"Middle East and North Africa",2004,5,9,"B","Deaths","Point",761,19,1604,324,930,46,2638,1236,536,2632,3565,1688,2340,3158,52,3223
"Middle East and North Africa",2004,5,9,"B","Deaths","Upper",1629,26,1874,533,1090,57,3124,1380,618,2860,3965,1913,2570,3522,66,5091
"Middle East and North Africa",2004,5,9,"B","Fraction","Lower",0.01166,0.00055,0.05682,0.00617,0.03275,0.00148,0.08731,0.04539,0.01883,0.09828,0.13047,0.06064,0.08542,0.11564,0.00152,0.07625
"Middle East and North Africa",2004,5,9,"B","Fraction","Point",0.03076,0.00078,0.06482,0.01311,0.03758,0.00184,0.10658,0.04993,0.02164,0.10633,0.14402,0.06821,0.09453,0.12759,0.00209,0.1302
"Middle East and North Africa",2004,5,9,"B","Fraction","Upper",0.06442,0.00103,0.0751,0.02122,0.04377,0.00226,0.12373,0.05541,0.02486,0.1146,0.16025,0.07678,0.1036,0.14191,0.00276,0.18554
"Middle East and North Africa",2004,5,9,"B","Rate","Lower",0.03901,0.00188,0.18974,0.02076,0.1087,0.00497,0.29227,0.1505,0.06218,0.32912,0.43376,0.20295,0.28744,0.38198,0.00511,0.23466
"Middle East and North Africa",2004,5,9,"B","Rate","Point",0.10241,0.0026,0.21581,0.04365,0.12512,0.00613,0.35484,0.16623,0.07205,0.35401,0.47949,0.2271,0.31472,0.42479,0.00696,0.43348
"Middle East and North Africa",2004,5,9,"B","Rate","Upper",0.21914,0.00337,0.252,0.0716,0.14659,0.00755,0.42018,0.18559,0.08308,0.38456,0.53324,0.25727,0.34561,0.47364,0.00888,0.68461
"Middle East and North Africa",2005,5,9,"B","Deaths","Lower",94,16,1338,157,757,38,2123,1097,443,2418,3138,1438,2031,2700,41,1877
"Middle East and North Africa",2005,5,9,"B","Deaths","Point",426,22,1546,326,872,48,2521,1212,514,2605,3475,1618,2240,3013,54,3746
"Middle East and North Africa",2005,5,9,"B","Deaths","Upper",1076,28,1807,532,1026,60,2970,1354,595,2833,3873,1841,2467,3369,67,5937
"Middle East and North Africa",2005,5,9,"B","Fraction","Lower",0.00387,0.00065,0.05531,0.00648,0.0312,0.00156,0.08818,0.04517,0.01837,0.09844,0.1291,0.05877,0.083,0.11184,0.00162,0.08687
"Middle East and North Africa",2005,5,9,"B","Fraction","Point",0.01757,0.00091,0.06379,0.01347,0.036,0.00198,0.10401,0.05,0.0212,0.10747,0.14337,0.06675,0.09242,0.1243,0.00222,0.15455
"Middle East and North Africa",2005,5,9,"B","Fraction","Upper",0.04489,0.00118,0.07528,0.02169,0.042,0.00249,0.1209,0.05617,0.02465,0.11727,0.16106,0.076,0.10275,0.13944,0.00291,0.21902
"Middle East and North Africa",2005,5,9,"B","Rate","Lower",0.01276,0.00223,0.1808,0.02124,0.10233,0.00521,0.28688,0.14833,0.05995,0.32677,0.4241,0.19433,0.27456,0.36483,0.00553,0.25368
"Middle East and North Africa",2005,5,9,"B","Rate","Point",0.05753,0.00298,0.20887,0.0441,0.11788,0.00648,0.34056,0.16372,0.06942,0.35189,0.46944,0.21856,0.30261,0.407,0.00727,0.50604
"Middle East and North Africa",2005,5,9,"B","Rate","Upper",0.14529,0.00375,0.244,0.07177,0.13851,0.00808,0.40105,0.18289,0.08028,0.38259,0.5232,0.2486,0.33324,0.45495,0.00906,0.8019
"Middle East and North Africa",2006,5,9,"B","Deaths","Lower",190,17,1319,149,720,49,2057,1100,433,2408,3066,1398,1972,2592,3,2926
"Middle East and North Africa",2006,5,9,"B","Deaths","Point",617,24,1507,322,833,62,2462,1217,502,2606,3408,1576,2176,2915,8,6105
"Middle East and North Africa",2006,5,9,"B","Deaths","Upper",1439,31,1763,519,984,78,2896,1359,580,2844,3799,1796,2392,3266,14,9625
"Middle East and North Africa",2006,5,9,"B","Fraction","Lower",0.00742,0.00062,0.04894,0.00574,0.02682,0.0018,0.07675,0.04052,0.01617,0.08809,0.11337,0.05167,0.07192,0.09678,0.00011,0.13117
"Middle East and North Africa",2006,5,9,"B","Fraction","Point",0.02341,0.0009,0.05721,0.01223,0.03162,0.00234,0.09347,0.04622,0.01906,0.09895,0.12938,0.05982,0.08261,0.11067,0.00031,0.23179
"Middle East and North Africa",2006,5,9,"B","Fraction","Upper",0.05489,0.00124,0.0699,0.01956,0.0386,0.00313,0.11361,0.05322,0.02296,0.1123,0.1499,0.07009,0.09542,0.12923,0.00053,0.3152
"Middle East and North Africa",2006,5,9,"B","Rate","Lower",0.02573,0.00232,0.17855,0.0202,0.0975,0.00663,0.27849,0.14891,0.0587,0.32607,0.41511,0.18925,0.26691,0.351,0.0004,0.39622
"Middle East and North Africa",2006,5,9,"B","Rate","Point",0.08346,0.00321,0.20397,0.0436,0.11274,0.00834,0.33325,0.16479,0.06796,0.35279,0.46128,0.21328,0.29453,0.39458,0.00111,0.82641
"Middle East and North Africa",2006,5,9,"B","Rate","Upper",0.1947,0.00407,0.23844,0.07023,0.13308,0.01052,0.39191,0.18384,0.07848,0.38471,0.51411,0.24296,0.32359,0.44198,0.0019,1.30217
"Middle East and North Africa",2007,5,9,"B","Deaths","Lower",91,20,1305,145,693,73,2092,1106,429,2412,3034,1352,1905,2504,11,2285
"Middle East and North Africa",2007,5,9,"B","Deaths","Point",236,27,1484,304,802,94,2408,1222,495,2622,3371,1529,2110,2825,18,5115
"Middle East and North Africa",2007,5,9,"B","Deaths","Upper",450,34,1741,448,950,120,2817,1364,573,2861,3761,1744,2324,3165,27,8107
"Middle East and North Africa",2007,5,9,"B","Fraction","Lower",0.00369,0.00078,0.05145,0.00592,0.02778,0.00291,0.08619,0.04375,0.01707,0.09517,0.12087,0.05386,0.07516,0.10069,0.00041,0.10835
"Middle East and North Africa",2007,5,9,"B","Fraction","Point",0.00955,0.00108,0.06017,0.01232,0.03254,0.0038,0.09766,0.04957,0.02008,0.10631,0.13668,0.06199,0.08554,0.11454,0.00075,0.20742
"Middle East and North Africa",2007,5,9,"B","Fraction","Upper",0.01854,0.00146,0.07294,0.01822,0.03937,0.00499,0.11441,0.05708,0.02406,0.11947,0.15714,0.07211,0.0986,0.13287,0.00113,0.28578
"Middle East and North Africa",2007,5,9,"B","Rate","Lower",0.0123,0.00272,0.1764,0.01971,0.09368,0.0099,0.2826,0.14943,0.05801,0.3259,0.40988,0.1826,0.25745,0.33832,0.00148,0.30874
"Middle East and North Africa",2007,5,9,"B","Rate","Point",0.03181,0.0036,0.20042,0.04104,0.10839,0.01266,0.32529,0.16511,0.06688,0.3541,0.45526,0.20648,0.28492,0.38152,0.0025,0.69088
"Middle East and North Africa",2007,5,9,"B","Rate","Upper",0.06074,0.0045,0.23499,0.06047,0.12815,0.01609,0.38028,0.18417,0.0773,0.38626,0.50785,0.23538,0.31375,0.42721,0.00365,1.09452
"Middle East and North Africa",2008,5,9,"B","Deaths","Lower",35,20,1277,135,683,40,2081,1114,422,2430,3023,1325,1862,2445,15,883
"Middle East and North Africa",2008,5,9,"B","Deaths","Point",133,28,1476,284,790,54,2399,1235,491,2645,3364,1497,2065,2767,24,2063
"Middle East and North Africa",2008,5,9,"B","Deaths","Upper",485,36,1722,458,935,69,2797,1379,568,2888,3771,1706,2273,3102,34,3285
"Middle East and North Africa",2008,5,9,"B","Fraction","Lower",0.00168,0.00096,0.06054,0.00633,0.03254,0.00196,0.09977,0.05292,0.02009,0.1158,0.14497,0.0628,0.0883,0.11806,0.00068,0.04644
"Middle East and North Africa",2008,5,9,"B","Fraction","Point",0.00624,0.00132,0.06924,0.01332,0.03708,0.00253,0.11254,0.05795,0.02302,0.12407,0.15782,0.07025,0.09689,0.1298,0.00113,0.0968
"Middle East and North Africa",2008,5,9,"B","Fraction","Upper",0.02231,0.00174,0.07971,0.02067,0.04275,0.00321,0.12746,0.06395,0.02615,0.13272,0.17421,0.07891,0.10616,0.14336,0.00163,0.14133
"Middle East and North Africa",2008,5,9,"B","Rate","Lower",0.00474,0.00281,0.17156,0.01816,0.09182,0.0055,0.27957,0.14975,0.0568,0.32643,0.40613,0.17797,0.25011,0.3284,0.00201,0.11871
"Middle East and North Africa",2008,5,9,"B","Rate","Point",0.01786,0.00378,0.19818,0.03812,0.10613,0.00724,0.32211,0.16587,0.06589,0.35512,0.45172,0.20107,0.27732,0.37152,0.00323,0.27706
"Middle East and North Africa",2008,5,9,"B","Rate","Upper",0.06504,0.00476,0.23109,0.0615,0.12548,0.00927,0.37548,0.18509,0.07625,0.3878,0.50633,0.22903,0.30519,0.41641,0.00457,0.44097
"Middle East and North Africa",2009,5,9,"B","Deaths","Lower",67,24,1262,125,671,57,2001,1118,420,2444,3017,1291,1813,2385,9,487
"Middle East and North Africa",2009,5,9,"B","Deaths","Point",237,32,1456,273,778,77,2356,1242,488,2666,3358,1460,2015,2702,17,1131
"Middle East and North Africa",2009,5,9,"B","Deaths","Upper",749,40,1693,403,918,100,2741,1388,566,2912,3772,1659,2220,3031,26,1805
"Middle East and North Africa",2009,5,9,"B","Fraction","Lower",0.0033,0.00119,0.06328,0.00623,0.03383,0.00289,0.10164,0.05646,0.02113,0.12404,0.15355,0.06468,0.09127,0.12255,0.00045,0.02633
"Middle East and North Africa",2009,5,9,"B","Fraction","Point",0.01168,0.00156,0.07176,0.01347,0.03834,0.00379,0.11612,0.06123,0.02405,0.13139,0.16554,0.07195,0.09933,0.13318,0.00083,0.05577
"Middle East and North Africa",2009,5,9,"B","Fraction","Upper",0.03574,0.00199,0.08202,0.02008,0.04393,0.0048,0.13056,0.06667,0.02704,0.1383,0.18105,0.07993,0.10756,0.14576,0.00126,0.08208
"Middle East and North Africa",2009,5,9,"B","Rate","Lower",0.00894,0.00326,0.16805,0.01672,0.08941,0.00769,0.26636,0.14891,0.05598,0.32533,0.40155,0.17191,0.24134,0.31748,0.00119,0.06487
"Middle East and North Africa",2009,5,9,"B","Rate","Point",0.03154,0.00421,0.19376,0.03637,0.10352,0.01023,0.31354,0.16533,0.06494,0.35478,0.44699,0.19428,0.26821,0.35961,0.00224,0.15059
"Middle East and North Africa",2009,5,9,"B","Rate","Upper",0.09967,0.00523,0.22524,0.05362,0.12212,0.01318,0.36473,0.1846,0.07528,0.3874,0.50193,0.22079,0.29532,0.40324,0.00333,0.24012
"Middle East and North Africa",2010,5,9,"B","Deaths","Lower",1,26,1227,120,651,105,1962,1116,415,2460,2981,1247,1753,2319,6,339
"Middle East and North Africa",2010,5,9,"B","Deaths","Point",88,35,1422,266,761,143,2290,1244,482,2687,3326,1414,1949,2627,12,842
"Middle East and North Africa",2010,5,9,"B","Deaths","Upper",563,44,1671,388,898,186,2703,1392,560,2938,3738,1610,2150,2950,19,1369
"Middle East and North Africa",2010,5,9,"B","Fraction","Lower",0.00007,0.00133,0.06368,0.0062,0.03424,0.00548,0.10265,0.05851,0.02166,0.12895,0.15736,0.06484,0.09133,0.12321,0.00028,0.01901
"Middle East and North Africa",2010,5,9,"B","Fraction","Point",0.00448,0.00178,0.07258,0.01358,0.03885,0.00728,0.11693,0.06353,0.02462,0.13716,0.16979,0.07218,0.09951,0.13413,0.0006,0.04299
"Middle East and North Africa",2010,5,9,"B","Fraction","Upper",0.02859,0.00227,0.08263,0.01989,0.04453,0.00925,0.13201,0.06929,0.02757,0.14412,0.18528,0.0802,0.10778,0.14652,0.00097,0.06475
"Middle East and North Africa",2010,5,9,"B","Rate","Lower",0.00019,0.00349,0.1615,0.0159,0.0857,0.0139,0.25831,0.14693,0.05465,0.32382,0.3924,0.16422,0.2308,0.30528,0.00078,0.04473
"Middle East and North Africa",2010,5,9,"B","Rate","Point",0.01155,0.00459,0.18708,0.035,0.10014,0.01876,0.30139,0.16375,0.06346,0.35353,0.43764,0.18605,0.25649,0.34572,0.00155,0.11081
"Middle East and North Africa",2010,5,9,"B","Rate","Upper",0.07401,0.00575,0.21974,0.05106,0.11816,0.02442,0.35553,0.18309,0.07362,0.38648,0.49179,0.2118,0.28279,0.38816,0.00251,0.18007
"Middle East and North Africa",2011,5,9,"B","Deaths","Lower",2,27,1186,125,631,59,1871,1114,410,2479,2951,1202,1680,2248,0,1179
"Middle East and North Africa",2011,5,9,"B","Deaths","Point",153,36,1380,263,743,83,2223,1241,479,2705,3295,1368,1874,2554,2,1673
"Middle East and North Africa",2011,5,9,"B","Deaths","Upper",879,45,1616,379,879,110,2637,1388,557,2956,3700,1556,2070,2877,5,2243
"Middle East and North Africa",2011,5,9,"B","Fraction","Lower",0.00011,0.00134,0.06062,0.00628,0.03237,0.00302,0.09419,0.05695,0.02092,0.12696,0.1523,0.06141,0.08559,0.11643,0,0.06341
"Middle East and North Africa",2011,5,9,"B","Fraction","Point",0.00762,0.00178,0.06876,0.01311,0.03702,0.00415,0.11076,0.06185,0.02384,0.13475,0.16417,0.06813,0.09336,0.12724,0.0001,0.08337
"Middle East and North Africa",2011,5,9,"B","Fraction","Upper",0.04255,0.00226,0.07812,0.01875,0.04263,0.00536,0.12538,0.06741,0.02669,0.14151,0.17906,0.07542,0.10124,0.13891,0.00026,0.10353
"Middle East and North Africa",2011,5,9,"B","Rate","Lower",0.00028,0.00353,0.15428,0.01626,0.08216,0.00774,0.24335,0.14492,0.0534,0.3224,0.38379,0.15633,0.21852,0.29237,0,0.15333
"Middle East and North Africa",2011,5,9,"B","Rate","Point",0.01988,0.00465,0.17943,0.03421,0.09661,0.01083,0.28904,0.1614,0.06221,0.35164,0.42841,0.17779,0.24363,0.33204,0.00026,0.21756
"Middle East and North Africa",2011,5,9,"B","Rate","Upper",0.11429,0.00579,0.21004,0.04926,0.11416,0.0143,0.34271,0.18044,0.07234,0.38418,0.48095,0.20228,0.26901,0.37393,0.00066,0.29154
"Middle East and North Africa",2012,5,9,"B","Deaths","Lower",5,26,1163,119,625,64,1792,1114,406,2478,2934,1168,1621,2213,12,5290
"Middle East and North Africa",2012,5,9,"B","Deaths","Point",204,37,1356,254,736,92,2171,1240,477,2705,3284,1330,1812,2522,21,5879
"Middle East and North Africa",2012,5,9,"B","Deaths","Upper",961,48,1605,365,869,121,2574,1389,555,2957,3684,1512,2001,2841,31,6457
"Middle East and North Africa",2012,5,9,"B","Fraction","Lower",0.0002,0.00109,0.04932,0.00492,0.02668,0.00278,0.07482,0.0475,0.01737,0.10612,0.12642,0.04925,0.0691,0.09555,0.0005,0.23119
"Middle East and North Africa",2012,5,9,"B","Fraction","Point",0.00847,0.00154,0.05621,0.01053,0.0305,0.00382,0.09,0.05143,0.01976,0.11216,0.13616,0.05515,0.07512,0.10455,0.00087,0.24372
"Middle East and North Africa",2012,5,9,"B","Fraction","Upper",0.03884,0.00202,0.06406,0.01515,0.03503,0.00491,0.10258,0.05563,0.02217,0.11759,0.14806,0.06073,0.0812,0.11374,0.0013,0.25732
"Middle East and North Africa",2012,5,9,"B","Rate","Lower",0.00065,0.00339,0.14883,0.01532,0.07999,0.00829,0.22939,0.14257,0.05199,0.3171,0.37547,0.14957,0.20748,0.28325,0.00166,0.67686
"Middle East and North Africa",2012,5,9,"B","Rate","Point",0.02614,0.00475,0.17345,0.03249,0.09411,0.01179,0.27772,0.1587,0.06097,0.3461,0.42015,0.17018,0.2318,0.32261,0.00268,0.75205
"Middle East and North Africa",2012,5,9,"B","Rate","Upper",0.12293,0.00609,0.20529,0.0467,0.11112,0.01548,0.32922,0.17769,0.07095,0.37817,0.47126,0.19336,0.25586,0.36334,0.00397,0.82591
"Middle East and North Africa",2013,5,9,"B","Deaths","Lower",24,24,1132,112,595,43,1830,1106,397,2477,2898,1123,1549,2144,4,7151
"Middle East and North Africa",2013,5,9,"B","Deaths","Point",118,36,1321,241,708,65,2109,1235,468,2707,3251,1284,1737,2453,10,8386
"Middle East and North Africa",2013,5,9,"B","Deaths","Upper",427,49,1556,353,841,87,2475,1380,549,2968,3650,1458,1924,2765,17,9645
"Middle East and North Africa",2013,5,9,"B","Fraction","Lower",0.0009,0.00094,0.04428,0.00428,0.02336,0.00172,0.07176,0.04357,0.01565,0.09817,0.11576,0.04397,0.06093,0.08542,0.00015,0.29609
"Middle East and North Africa",2013,5,9,"B","Fraction","Point",0.0045,0.00138,0.05054,0.00923,0.02711,0.00249,0.0807,0.04726,0.01792,0.10361,0.12444,0.04913,0.06646,0.09388,0.00038,0.32096
"Middle East and North Africa",2013,5,9,"B","Fraction","Upper",0.01702,0.00189,0.05808,0.01361,0.03144,0.00328,0.09103,0.0515,0.02029,0.10897,0.13601,0.05444,0.07225,0.10386,0.00066,0.34495
"Middle East and North Africa",2013,5,9,"B","Rate","Lower",0.00309,0.00309,0.14205,0.01416,0.07476,0.0055,0.22966,0.13884,0.04993,0.31081,0.36365,0.14101,0.19434,0.26898,0.0005,0.89719
"Middle East and North Africa",2013,5,9,"B","Rate","Point",0.01475,0.00452,0.16567,0.03026,0.08886,0.00816,0.26453,0.15491,0.05874,0.33963,0.40791,0.16104,0.21785,0.30773,0.00125,1.05208
"Middle East and North Africa",2013,5,9,"B","Rate","Upper",0.05354,0.00603,0.19511,0.04426,0.10546,0.01087,0.31033,0.17299,0.06876,0.37222,0.4577,0.18286,0.24128,0.3468,0.00214,1.20968
"Middle East and North Africa",2014,5,9,"B","Deaths","Lower",62,22,1108,119,583,34,1716,1100,395,2476,2897,1099,1506,2113,2,8736
"Middle East and North Africa",2014,5,9,"B","Deaths","Point",180,35,1299,260,696,51,2053,1231,467,2717,3260,1257,1692,2431,7,11202
"Middle East and North Africa",2014,5,9,"B","Deaths","Upper",641,49,1531,381,827,69,2429,1381,549,2982,3662,1429,1875,2741,12,13715
"Middle East and North Africa",2014,5,9,"B","Fraction","Lower",0.00221,0.00076,0.0393,0.00411,0.02037,0.00122,0.06096,0.0389,0.01402,0.08735,0.10335,0.0386,0.05307,0.07544,0.00006,0.34518
"Middle East and North Africa",2014,5,9,"B","Fraction","Point",0.00624,0.00123,0.04504,0.00902,0.02413,0.00178,0.07119,0.04269,0.01619,0.09422,0.11304,0.0436,0.05866,0.08431,0.00023,0.38844
"Middle East and North Africa",2014,5,9,"B","Fraction","Upper",0.02152,0.00177,0.05257,0.01321,0.0283,0.00236,0.08229,0.04722,0.01867,0.10166,0.12522,0.04915,0.06537,0.09498,0.00041,0.42481
"Middle East and North Africa",2014,5,9,"B","Rate","Lower",0.00768,0.00275,0.13598,0.01462,0.07157,0.00425,0.21064,0.13506,0.04854,0.30386,0.35556,0.13489,0.1849,0.25935,0.00024,1.07205
"Middle East and North Africa",2014,5,9,"B","Rate","Point",0.02208,0.00435,0.15936,0.03191,0.08538,0.0063,0.25188,0.15104,0.05728,0.33337,0.39995,0.15426,0.20755,0.2983,0.00081,1.37436
"Middle East and North Africa",2014,5,9,"B","Rate","Upper",0.07851,0.00598,0.1877,0.04669,0.10144,0.00836,0.29784,0.1693,0.06726,0.36565,0.44913,0.17525,0.22997,0.33613,0.00148,1.68198
"Middle East and North Africa",2015,5,9,"B","Deaths","Lower",211,18,1077,126,563,27,1672,1090,387,2454,2879,1055,1457,2051,0,7415
"Middle East and North Africa",2015,5,9,"B","Deaths","Point",302,33,1266,288,680,41,1975,1228,460,2712,3242,1217,1641,2379,0,9621
"Middle East and North Africa",2015,5,9,"B","Deaths","Upper",492,48,1499,411,811,57,2337,1377,543,2978,3643,1384,1819,2689,0,11845
"Middle East and North Africa",2015,5,9,"B","Fraction","Lower",0.00761,0.00069,0.04098,0.00468,0.02127,0.00105,0.06509,0.04126,0.01479,0.09298,0.10954,0.03999,0.05483,0.07899,0,0.31425
"Middle East and North Africa",2015,5,9,"B","Fraction","Point",0.01116,0.00123,0.04675,0.01063,0.02511,0.00153,0.0729,0.04535,0.017,0.10012,0.1197,0.04491,0.06059,0.08784,0,0.35517
"Middle East and North Africa",2015,5,9,"B","Fraction","Upper",0.01832,0.0018,0.05426,0.0154,0.02923,0.00203,0.08337,0.05011,0.01943,0.10854,0.13257,0.05066,0.06753,0.09811,0,0.38968
