"Region","Year","AgeLow","AgeUp","Sex","Variable","Quantile","Maternal","HIV","TB","OtherCMPN","Cardiovascular","Digestive","Neoplasms","OtherNCD","InterpVio","SelfHarm","Drowning","RTI","OtherInj","NatDis","CollectVio"
"World",2008,15,19,"M","Rate","Lower",0,0.10321,0.42895,0.59767,0.35945,0.26596,0.35962,0.69401,0.68876,0.44698,0.29366,0.91884,0.54048,0.20182,0.07182
"World",2008,15,19,"M","Rate","Point",0,0.1175,0.5486,0.67101,0.38689,0.28451,0.37913,0.72821,0.71871,0.4755,0.31282,0.95313,0.57186,0.23629,0.07905
"World",2008,15,19,"M","Rate","Upper",0,0.13419,0.62209,0.8417,0.42036,0.30744,0.40296,0.76854,0.75746,0.50873,0.33644,0.99526,0.61186,0.28499,0.08907
"World",2009,15,19,"F","Deaths","Lower",14127,6642,18870,32863,19550,15432,18552,46604,8513,34211,4882,17546,21069,191,2326
"World",2009,15,19,"F","Deaths","Point",15613,7660,24446,36950,21551,17350,20158,49778,9664,36346,5555,19295,23320,218,2474
"World",2009,15,19,"F","Deaths","Upper",17417,8701,27928,45930,24108,19775,22360,53755,11007,39103,6319,21496,26147,249,2646
"World",2009,15,19,"F","Fraction","Lower",0.04888,0.02277,0.06466,0.11399,0.0679,0.05353,0.06383,0.16078,0.02915,0.11862,0.0168,0.06024,0.07279,0.00065,0.00789
"World",2009,15,19,"F","Fraction","Point",0.05377,0.02638,0.08419,0.12725,0.07422,0.05975,0.06942,0.17143,0.03328,0.12517,0.01913,0.06645,0.08031,0.00075,0.00852
"World",2009,15,19,"F","Fraction","Upper",0.05895,0.02952,0.09485,0.15552,0.08168,0.06702,0.07586,0.18248,0.03747,0.13197,0.02163,0.07315,0.08928,0.00086,0.00912
"World",2009,15,19,"F","Rate","Lower",0.24072,0.11317,0.32154,0.55995,0.33314,0.26295,0.3161,0.79414,0.14506,0.58295,0.08319,0.29898,0.35901,0.00327,0.03964
"World",2009,15,19,"F","Rate","Point",0.26603,0.13052,0.41653,0.62957,0.3672,0.29561,0.34346,0.84815,0.16465,0.61928,0.09465,0.32876,0.39734,0.00371,0.04215
"World",2009,15,19,"F","Rate","Upper",0.29675,0.14824,0.47585,0.78253,0.41077,0.33692,0.38097,0.9159,0.18753,0.66621,0.10765,0.36628,0.44553,0.00424,0.04508
"World",2009,15,19,"M","Deaths","Lower",0,6537,26400,38012,22521,16550,22576,43142,44201,28035,18184,56450,33157,455,4757
"World",2009,15,19,"M","Deaths","Point",0,7374,33570,42041,24204,17713,23796,45351,46109,29813,19424,58789,35231,498,5033
"World",2009,15,19,"M","Deaths","Upper",0,8387,37073,52297,26436,19225,25314,48002,48568,31919,20997,61591,37834,539,5364
"World",2009,15,19,"M","Fraction","Lower",0,0.01677,0.06711,0.09858,0.05762,0.04276,0.05812,0.11137,0.11357,0.0722,0.04685,0.14593,0.08582,0.00115,0.01205
"World",2009,15,19,"M","Fraction","Point",0,0.01896,0.08631,0.10809,0.06223,0.04554,0.06118,0.1166,0.11855,0.07665,0.04994,0.15115,0.09058,0.00128,0.01294
"World",2009,15,19,"M","Fraction","Upper",0,0.02123,0.09466,0.13167,0.06724,0.04852,0.06411,0.12128,0.12374,0.08077,0.05297,0.15555,0.09583,0.00139,0.01386
"World",2009,15,19,"M","Rate","Lower",0,0.1049,0.42359,0.60994,0.36135,0.26556,0.36226,0.69227,0.7093,0.44984,0.29176,0.9058,0.53201,0.0073,0.07633
"World",2009,15,19,"M","Rate","Point",0,0.11833,0.53865,0.67458,0.38837,0.28421,0.38182,0.72769,0.73986,0.47837,0.31167,0.94332,0.5653,0.00799,0.08076
"World",2009,15,19,"M","Rate","Upper",0,0.13455,0.59482,0.83908,0.42414,0.30845,0.40614,0.77014,0.77921,0.51211,0.33686,0.98812,0.60699,0.00864,0.08606
"World",2010,15,19,"F","Deaths","Lower",13775,6582,17768,31069,18945,14866,18244,45677,8749,33526,4814,17372,20414,5310,1432
"World",2010,15,19,"F","Deaths","Point",15206,7630,23241,35063,20955,16694,19849,48825,9914,35729,5477,19166,22755,7416,1549
"World",2010,15,19,"F","Deaths","Upper",16982,8621,26178,44066,23455,19000,22007,53100,11271,38563,6253,21440,25594,10539,1687
"World",2010,15,19,"F","Fraction","Lower",0.0478,0.02272,0.06039,0.10649,0.06609,0.05152,0.06295,0.1581,0.03005,0.11685,0.01661,0.05988,0.07088,0.01832,0.00486
"World",2010,15,19,"F","Fraction","Point",0.05253,0.02636,0.08029,0.12113,0.07239,0.05767,0.06857,0.16867,0.03425,0.12343,0.01892,0.06621,0.07861,0.02562,0.00535
"World",2010,15,19,"F","Fraction","Upper",0.05773,0.02934,0.08944,0.14939,0.07975,0.06484,0.07484,0.18006,0.0385,0.13021,0.02141,0.07311,0.08745,0.03587,0.00586
"World",2010,15,19,"F","Rate","Lower",0.23653,0.11302,0.30509,0.53351,0.32531,0.25528,0.31329,0.78436,0.15022,0.57574,0.08266,0.29826,0.35054,0.09117,0.02459
"World",2010,15,19,"F","Rate","Point",0.26109,0.13102,0.39906,0.60205,0.3598,0.28663,0.34081,0.83833,0.17023,0.61348,0.09404,0.32908,0.39071,0.12734,0.02659
"World",2010,15,19,"F","Rate","Upper",0.29157,0.14803,0.44948,0.75654,0.40269,0.32626,0.37785,0.91171,0.19352,0.66211,0.10737,0.36813,0.43947,0.18095,0.02896
"World",2010,15,19,"M","Deaths","Lower",0,6557,25860,36997,21921,16346,22049,42487,44586,27646,17531,54578,32433,7255,3154
"World",2010,15,19,"M","Deaths","Point",0,7423,32744,41533,23697,17528,23256,44751,46566,29378,18746,56929,34497,10035,3374
"World",2010,15,19,"M","Deaths","Upper",0,8465,36351,51972,26019,19091,24805,47513,49039,31461,20288,59859,37198,14110,3635
"World",2010,15,19,"M","Fraction","Lower",0,0.01675,0.06591,0.09527,0.056,0.04205,0.05638,0.10924,0.11391,0.07087,0.04492,0.14054,0.08366,0.0186,0.00794
"World",2010,15,19,"M","Fraction","Point",0,0.01901,0.08386,0.10637,0.06069,0.04489,0.05956,0.11461,0.11926,0.07524,0.04801,0.1458,0.08835,0.0257,0.00864
"World",2010,15,19,"M","Fraction","Upper",0,0.02137,0.09236,0.13037,0.06546,0.04776,0.06249,0.1192,0.12462,0.07935,0.05099,0.15025,0.09348,0.03567,0.0093
"World",2010,15,19,"M","Rate","Lower",0,0.10582,0.41738,0.59711,0.35378,0.26382,0.35584,0.68574,0.71961,0.44618,0.28293,0.88086,0.52345,0.11708,0.0509
"World",2010,15,19,"M","Rate","Point",0,0.11979,0.52846,0.67031,0.38245,0.28288,0.37533,0.72223,0.75154,0.47414,0.30254,0.91878,0.55675,0.16195,0.05445
"World",2010,15,19,"M","Rate","Upper",0,0.13661,0.58668,0.83875,0.41987,0.30809,0.40029,0.76673,0.79143,0.50775,0.32739,0.96592,0.6003,0.2277,0.05867
"World",2011,15,19,"F","Deaths","Lower",13408,6570,16758,29224,18173,14286,17940,44853,8991,33245,4742,16968,19683,339,1818
"World",2011,15,19,"F","Deaths","Point",14797,7574,22188,33406,20219,16064,19620,48139,10183,35441,5409,18764,21989,378,1933
"World",2011,15,19,"F","Deaths","Upper",16549,8632,24859,42153,22773,18406,21797,52540,11601,38274,6168,21122,24865,413,2080
"World",2011,15,19,"F","Fraction","Lower",0.0488,0.02374,0.06079,0.10685,0.06664,0.0519,0.0652,0.16317,0.03229,0.12176,0.01715,0.06125,0.0717,0.00121,0.00646
"World",2011,15,19,"F","Fraction","Point",0.05359,0.02743,0.08036,0.12099,0.07323,0.05818,0.07106,0.17435,0.03688,0.12836,0.01959,0.06796,0.07964,0.00137,0.007
"World",2011,15,19,"F","Fraction","Upper",0.05891,0.0307,0.08916,0.15105,0.08112,0.06532,0.07767,0.18621,0.04143,0.13522,0.02216,0.07533,0.0889,0.00152,0.00757
"World",2011,15,19,"F","Rate","Lower",0.23141,0.11339,0.28925,0.50437,0.31365,0.24657,0.30962,0.77408,0.15517,0.57379,0.08184,0.29283,0.33972,0.00586,0.03137
"World",2011,15,19,"F","Rate","Point",0.25538,0.13072,0.38295,0.57657,0.34898,0.27726,0.33863,0.83086,0.17575,0.6117,0.09336,0.32386,0.37952,0.00653,0.03336
"World",2011,15,19,"F","Rate","Upper",0.28557,0.14894,0.42897,0.72747,0.39301,0.31762,0.37618,0.90672,0.20019,0.66047,0.10645,0.3645,0.42909,0.00712,0.03589
"World",2011,15,19,"M","Deaths","Lower",0,6742,24787,36348,21595,16102,21506,41884,44437,27639,16936,53381,31399,479,4521
"World",2011,15,19,"M","Deaths","Point",0,7551,31858,40930,23395,17302,22729,44150,46406,29410,18179,55942,33485,523,4753
"World",2011,15,19,"M","Deaths","Upper",0,8714,35648,51717,25718,18879,24295,46907,49051,31570,19763,59017,36244,568,5047
"World",2011,15,19,"M","Fraction","Lower",0,0.01784,0.0653,0.09691,0.05736,0.04305,0.05716,0.11189,0.11786,0.07365,0.0452,0.14314,0.08405,0.00126,0.0118
"World",2011,15,19,"M","Fraction","Point",0,0.02005,0.08459,0.10868,0.06212,0.04594,0.06035,0.11723,0.12322,0.07809,0.04827,0.14854,0.08891,0.00139,0.01262
"World",2011,15,19,"M","Fraction","Upper",0,0.02269,0.0939,0.13473,0.06717,0.04896,0.06346,0.12211,0.12872,0.08237,0.05129,0.15303,0.09431,0.00151,0.01342
"World",2011,15,19,"M","Rate","Lower",0,0.10921,0.40147,0.58876,0.34979,0.26082,0.34834,0.67845,0.71983,0.44768,0.27434,0.86467,0.50861,0.00775,0.07324
"World",2011,15,19,"M","Rate","Point",0,0.12231,0.516,0.66295,0.37893,0.28023,0.36814,0.7151,0.75164,0.47635,0.29445,0.9061,0.54235,0.00848,0.07698
"World",2011,15,19,"M","Rate","Upper",0,0.14112,0.57737,0.8377,0.41654,0.30573,0.39345,0.75974,0.79443,0.51128,0.32009,0.95578,0.58704,0.00921,0.08175
"World",2012,15,19,"F","Deaths","Lower",12905,6554,15733,27985,17674,13751,17559,44514,9068,32860,4565,16630,19229,105,2711
"World",2012,15,19,"F","Deaths","Point",14304,7522,21151,32082,19720,15531,19265,47870,10286,35051,5219,18493,21479,127,2864
"World",2012,15,19,"F","Deaths","Upper",16068,8561,23754,41303,22305,17874,21510,52297,11756,37976,5956,20890,24383,151,3061
"World",2012,15,19,"F","Fraction","Lower",0.04789,0.0242,0.05759,0.10392,0.06619,0.05099,0.06502,0.16526,0.03329,0.1226,0.01688,0.06123,0.07092,0.00038,0.00976
"World",2012,15,19,"F","Fraction","Point",0.05279,0.02776,0.07806,0.1184,0.07278,0.05732,0.0711,0.17667,0.03796,0.12936,0.01926,0.06825,0.07927,0.00047,0.01057
"World",2012,15,19,"F","Fraction","Upper",0.05821,0.03113,0.08793,0.14799,0.08111,0.0643,0.07796,0.18875,0.04288,0.13644,0.02182,0.07571,0.08855,0.00056,0.01131
"World",2012,15,19,"F","Rate","Lower",0.22311,0.11333,0.272,0.48383,0.30556,0.23775,0.30358,0.7696,0.15678,0.56813,0.07892,0.28752,0.33246,0.00183,0.04687
"World",2012,15,19,"F","Rate","Point",0.24729,0.13004,0.36566,0.55463,0.34093,0.26851,0.33306,0.82759,0.17782,0.60597,0.09022,0.31971,0.37133,0.0022,0.04951
"World",2012,15,19,"F","Rate","Upper",0.27774,0.148,0.41068,0.71395,0.38556,0.30901,0.3718,0.90404,0.20324,0.65648,0.10296,0.36112,0.4215,0.0026,0.05291
"World",2012,15,19,"M","Deaths","Lower",0,7044,23793,35046,21334,15883,21254,41169,43835,27416,16644,52050,31011,291,10572
"World",2012,15,19,"M","Deaths","Point",0,7871,31130,40069,23145,17119,22481,43427,45876,29205,17844,54588,33096,328,11150
"World",2012,15,19,"M","Deaths","Upper",0,8998,34629,51133,25556,18761,24132,46350,48523,31396,19403,57680,35889,365,11741
"World",2012,15,19,"M","Fraction","Lower",0,0.01862,0.06268,0.09353,0.0565,0.04247,0.05652,0.10989,0.11621,0.07291,0.04416,0.13926,0.0829,0.00075,0.02742
"World",2012,15,19,"M","Fraction","Point",0,0.02086,0.0825,0.10619,0.06134,0.04537,0.05958,0.11509,0.12158,0.0774,0.04729,0.14467,0.08771,0.00087,0.02955
"World",2012,15,19,"M","Fraction","Upper",0,0.02347,0.09171,0.13233,0.06647,0.04841,0.06251,0.1198,0.12691,0.08158,0.05036,0.14925,0.09294,0.00097,0.03121
"World",2012,15,19,"M","Rate","Lower",0,0.11418,0.38569,0.5681,0.34582,0.25746,0.34454,0.6674,0.71064,0.44439,0.26979,0.84375,0.50268,0.00473,0.17138
"World",2012,15,19,"M","Rate","Point",0,0.12759,0.50461,0.64951,0.37518,0.2775,0.36442,0.70394,0.74364,0.47341,0.28925,0.88487,0.53647,0.00532,0.18074
"World",2012,15,19,"M","Rate","Upper",0,0.14584,0.56127,0.82865,0.41424,0.3041,0.3911,0.75124,0.7864,0.50888,0.31443,0.93492,0.58171,0.00592,0.19031
"World",2013,15,19,"F","Deaths","Lower",12486,6326,14848,27940,17017,13179,17458,43965,9031,32432,4476,16132,18703,249,3472
"World",2013,15,19,"F","Deaths","Point",13907,7192,20150,31426,19150,14955,19222,47583,10271,34582,5123,17980,21008,283,3737
"World",2013,15,19,"F","Deaths","Upper",15673,8189,22846,40515,21813,17318,21550,52290,11836,37593,5871,20413,23977,315,4130
"World",2013,15,19,"F","Fraction","Lower",0.04736,0.02374,0.05473,0.10531,0.06496,0.04959,0.0657,0.16646,0.03361,0.12297,0.01681,0.06037,0.07035,0.00091,0.01276
"World",2013,15,19,"F","Fraction","Point",0.05217,0.02698,0.07559,0.11789,0.07184,0.0561,0.07211,0.1785,0.03853,0.12973,0.01922,0.06745,0.07881,0.00106,0.01402
"World",2013,15,19,"F","Fraction","Upper",0.05763,0.03018,0.08539,0.1476,0.08023,0.06328,0.07926,0.19107,0.04375,0.13709,0.02177,0.07504,0.08818,0.00119,0.01544
"World",2013,15,19,"F","Rate","Lower",0.2157,0.10928,0.25647,0.48264,0.29395,0.22768,0.3016,0.75954,0.15602,0.56028,0.07733,0.27867,0.32309,0.0043,0.05997
"World",2013,15,19,"F","Rate","Point",0.24023,0.12424,0.34808,0.54286,0.33081,0.25833,0.33205,0.82195,0.17742,0.59738,0.0885,0.31059,0.3629,0.00488,0.06456
"World",2013,15,19,"F","Rate","Upper",0.27071,0.14143,0.39464,0.69977,0.37678,0.29912,0.37221,0.90316,0.20443,0.6493,0.10141,0.35258,0.41413,0.00544,0.07134
"World",2013,15,19,"M","Deaths","Lower",0,7025,23134,34865,21110,15700,20861,40587,43250,27186,16328,50578,30588,548,14070
"World",2013,15,19,"M","Deaths","Point",0,8023,30466,39716,22902,16953,22134,42860,45296,28926,17563,53183,32755,599,15116
"World",2013,15,19,"M","Deaths","Upper",0,9119,33902,51506,25352,18641,23858,45791,48009,31148,19185,56360,35610,649,16249
"World",2013,15,19,"M","Fraction","Lower",0,0.01875,0.06065,0.0934,0.05606,0.04208,0.05564,0.10858,0.11489,0.07254,0.04351,0.13589,0.0823,0.00143,0.03665
"World",2013,15,19,"M","Fraction","Point",0,0.02131,0.08092,0.10549,0.06083,0.04503,0.05879,0.11384,0.12031,0.07683,0.04665,0.14126,0.087,0.00159,0.04015
"World",2013,15,19,"M","Fraction","Upper",0,0.02377,0.08968,0.13266,0.06584,0.04814,0.06182,0.11873,0.12576,0.08091,0.04973,0.14585,0.09216,0.00172,0.04329
"World",2013,15,19,"M","Rate","Lower",0,0.1137,0.37447,0.56437,0.34171,0.25412,0.33767,0.65698,0.70008,0.44006,0.26431,0.81875,0.49508,0.00887,0.22772
"World",2013,15,19,"M","Rate","Point",0,0.12986,0.49311,0.64283,0.37068,0.2744,0.35825,0.69371,0.73314,0.46818,0.28427,0.8608,0.53016,0.00969,0.24466
"World",2013,15,19,"M","Rate","Upper",0,0.14758,0.54873,0.83355,0.41032,0.30168,0.38616,0.74109,0.77698,0.50409,0.31049,0.91213,0.57635,0.01049,0.26299
"World",2014,15,19,"F","Deaths","Lower",12171,6001,13655,27161,16598,12716,17229,43786,8997,32025,4352,15864,17981,115,5282
"World",2014,15,19,"F","Deaths","Point",13565,6841,19375,30891,18741,14473,19087,47546,10279,34237,4992,17754,20400,137,5792
"World",2014,15,19,"F","Deaths","Upper",15288,7901,22227,39851,21484,16814,21503,52443,11916,37312,5741,20223,23362,159,6555
"World",2014,15,19,"F","Fraction","Lower",0.04634,0.02268,0.05124,0.10296,0.06408,0.0484,0.06564,0.16743,0.03385,0.12242,0.0165,0.06001,0.0686,0.00042,0.01974
"World",2014,15,19,"F","Fraction","Point",0.05136,0.0259,0.07336,0.11696,0.07096,0.0548,0.07227,0.18002,0.03892,0.12963,0.0189,0.06722,0.07724,0.00052,0.02193
"World",2014,15,19,"F","Fraction","Upper",0.05689,0.02919,0.08313,0.14774,0.0796,0.062,0.07966,0.19302,0.04451,0.13712,0.02148,0.07508,0.08679,0.0006,0.02461
"World",2014,15,19,"F","Rate","Lower",0.20991,0.1035,0.23547,0.46839,0.28624,0.2193,0.29709,0.7552,0.15515,0.55232,0.07506,0.2736,0.31012,0.00198,0.09107
"World",2014,15,19,"F","Rate","Point",0.23392,0.11796,0.33412,0.5327,0.32319,0.24959,0.32916,0.81991,0.17726,0.59041,0.08608,0.30616,0.35179,0.00237,0.09988
"World",2014,15,19,"F","Rate","Upper",0.26363,0.13624,0.38328,0.68718,0.37048,0.28995,0.37079,0.90427,0.2055,0.64332,0.09899,0.34873,0.40286,0.00274,0.11303
"World",2014,15,19,"M","Deaths","Lower",0,7046,22130,35302,20891,15498,20806,40142,42874,27029,16040,49902,29845,239,18171
"World",2014,15,19,"M","Deaths","Point",0,8025,29920,39385,22679,16755,22148,42564,44932,28826,17264,52512,32073,272,19753
"World",2014,15,19,"M","Deaths","Upper",0,9134,33089,51192,25144,18459,23881,45685,47744,31141,18907,55865,35002,303,21579
"World",2014,15,19,"M","Fraction","Lower",0,0.0187,0.05828,0.09457,0.05547,0.04142,0.05554,0.10768,0.11367,0.07202,0.04265,0.13393,0.08036,0.00062,0.04726
"World",2014,15,19,"M","Fraction","Point",0,0.02128,0.07934,0.10444,0.06014,0.04443,0.05873,0.11287,0.11915,0.07644,0.04578,0.13925,0.08505,0.00072,0.05238
"World",2014,15,19,"M","Fraction","Upper",0,0.02366,0.08699,0.13239,0.06514,0.04746,0.06183,0.11763,0.12423,0.08049,0.04891,0.14391,0.09024,0.00081,0.0572
"World",2014,15,19,"M","Rate","Lower",0,0.1138,0.35735,0.57011,0.33736,0.25027,0.33599,0.64826,0.69238,0.4365,0.25906,0.80591,0.48194,0.00385,0.29344
"World",2014,15,19,"M","Rate","Point",0,0.12959,0.48314,0.63599,0.36622,0.27056,0.35764,0.68733,0.72557,0.46548,0.27878,0.84797,0.51792,0.00438,0.31897
"World",2014,15,19,"M","Rate","Upper",0,0.14747,0.53429,0.8265,0.40597,0.29804,0.3856,0.73763,0.77094,0.50274,0.30529,0.90199,0.56515,0.0049,0.34847
"World",2015,15,19,"F","Deaths","Lower",11780,5830,12868,26432,16141,12330,16916,43564,9007,31793,4296,15491,17441,270,5196
"World",2015,15,19,"F","Deaths","Point",13193,6694,18398,29969,18283,14076,18873,47456,10310,34028,4932,17404,19862,389,5697
"World",2015,15,19,"F","Deaths","Upper",14969,7679,21637,39242,21092,16436,21453,52471,12060,37256,5657,19889,22791,598,6356
"World",2015,15,19,"F","Fraction","Lower",0.0459,0.02235,0.04887,0.10279,0.06336,0.04786,0.06564,0.16948,0.03447,0.12382,0.01654,0.05965,0.06763,0.00103,0.01973
"World",2015,15,19,"F","Fraction","Point",0.05083,0.02579,0.07088,0.11546,0.07044,0.05423,0.07271,0.18283,0.03972,0.1311,0.019,0.06705,0.07652,0.0015,0.02195
"World",2015,15,19,"F","Fraction","Upper",0.05659,0.0288,0.0814,0.14787,0.0793,0.06144,0.0805,0.19611,0.04594,0.13891,0.02151,0.07512,0.08629,0.00228,0.02444
"World",2015,15,19,"F","Rate","Lower",0.20286,0.1004,0.22161,0.45519,0.27799,0.21234,0.29129,0.75014,0.15509,0.54751,0.07399,0.26674,0.30036,0.00466,0.08949
"World",2015,15,19,"F","Rate","Point",0.22721,0.11528,0.31683,0.5161,0.31486,0.2424,0.32501,0.81723,0.17754,0.58601,0.08493,0.29971,0.34204,0.0067,0.09811
"World",2015,15,19,"F","Rate","Upper",0.25773,0.13222,0.37257,0.6757,0.3632,0.28302,0.36936,0.9034,0.20767,0.64146,0.09741,0.34244,0.39242,0.01029,0.10944
"World",2015,15,19,"M","Deaths","Lower",0,6933,21512,34708,20678,15517,20752,40055,42406,27050,15786,48672,29540,426,15477
"World",2015,15,19,"M","Deaths","Point",0,7841,28603,39621,22455,16829,22139,42560,44538,28882,17074,51333,31776,586,16851
"World",2015,15,19,"M","Deaths","Upper",0,9033,32667,50871,24922,18584,23921,45763,47301,31241,18769,54815,34756,864,18490
"World",2015,15,19,"M","Fraction","Lower",0,0.01863,0.05724,0.09412,0.05582,0.0423,0.05638,0.10953,0.11444,0.07344,0.04279,0.13294,0.08077,0.00113,0.04108
"World",2015,15,19,"M","Fraction","Point",0,0.02113,0.07708,0.10677,0.06051,0.04535,0.05966,0.11469,0.12002,0.07783,0.04601,0.13833,0.08563,0.00158,0.04541
"World",2015,15,19,"M","Fraction","Upper",0,0.02371,0.08653,0.1334,0.06547,0.0485,0.06271,0.11953,0.12522,0.08195,0.04909,0.14306,0.09098,0.00233,0.04961
"World",2015,15,19,"M","Rate","Lower",0,0.1117,0.34655,0.55914,0.33316,0.25001,0.33438,0.64533,0.6833,0.43581,0.25433,0.78413,0.47595,0.00687,0.24936
"World",2015,15,19,"M","Rate","Point",0,0.12632,0.4608,0.63829,0.36174,0.27111,0.35666,0.68564,0.71751,0.46528,0.27506,0.82697,0.51191,0.00945,0.27147
"World",2015,15,19,"M","Rate","Upper",0,0.1455,0.5262,0.81943,0.40144,0.29931,0.38531,0.73715,0.76191,0.50322,0.30232,0.88286,0.55987,0.01392,0.29789
"World",2016,15,19,"F","Deaths","Lower",11395,5752,12175,25767,15819,11916,16772,43637,8950,31206,4156,15301,16819,167,5154
"World",2016,15,19,"F","Deaths","Point",12822,6563,17502,29532,17969,13660,18751,47583,10282,33646,4795,17231,19314,197,5727
"World",2016,15,19,"F","Deaths","Upper",14639,7585,20635,38715,20820,16055,21339,52710,12051,36944,5537,19743,22255,227,6453
"World",2016,15,19,"F","Fraction","Lower",0.04521,0.02256,0.04727,0.10102,0.06299,0.04707,0.06587,0.17253,0.0347,0.12403,0.01632,0.06003,0.06654,0.00064,0.01984
"World",2016,15,19,"F","Fraction","Point",0.05017,0.02568,0.06848,0.11555,0.07031,0.05345,0.07337,0.18618,0.04023,0.13165,0.01876,0.06742,0.07557,0.00077,0.02241
"World",2016,15,19,"F","Fraction","Upper",0.05589,0.02903,0.08147,0.14597,0.07909,0.06058,0.08144,0.19981,0.0468,0.13958,0.02138,0.07582,0.08538,0.00088,0.02522
"World",2016,15,19,"F","Rate","Lower",0.19589,0.09888,0.20928,0.44294,0.27194,0.20485,0.28834,0.75013,0.15383,0.53646,0.07144,0.26303,0.28913,0.00287,0.0886
"World",2016,15,19,"F","Rate","Point",0.22041,0.11282,0.30085,0.50764,0.30889,0.23482,0.32233,0.81793,0.17674,0.57837,0.08242,0.29619,0.33199,0.00338,0.09845
"World",2016,15,19,"F","Rate","Upper",0.25162,0.13036,0.35472,0.6655,0.35782,0.27594,0.36678,0.90588,0.20714,0.63494,0.09517,0.33938,0.38254,0.0039,0.11092
"World",2016,15,19,"M","Deaths","Lower",0,6790,20024,35025,20353,15335,20590,40312,42531,27097,15574,47768,29097,354,14372
"World",2016,15,19,"M","Deaths","Point",0,7736,27759,39612,22129,16737,21974,42864,44717,28983,16891,50498,31376,412,15840
"World",2016,15,19,"M","Deaths","Upper",0,8942,31536,51375,24600,18517,23810,46272,47590,31461,18629,54062,34451,467,17593
"World",2016,15,19,"M","Fraction","Lower",0,0.01858,0.05462,0.09582,0.05561,0.04241,0.05655,0.11148,0.11585,0.07443,0.04277,0.13204,0.08058,0.00095,0.03849
"World",2016,15,19,"M","Fraction","Point",0,0.02105,0.07553,0.10778,0.06021,0.04554,0.05979,0.11663,0.12167,0.07886,0.04596,0.1374,0.08537,0.00112,0.0431
"World",2016,15,19,"M","Fraction","Upper",0,0.02371,0.08581,0.13597,0.06505,0.04869,0.06292,0.12152,0.1274,0.08297,0.04901,0.14206,0.09069,0.00127,0.04792
"World",2016,15,19,"M","Rate","Lower",0,0.10912,0.32185,0.56288,0.32712,0.2465,0.33098,0.64802,0.68358,0.43556,0.25031,0.76775,0.4677,0.0057,0.23099
"World",2016,15,19,"M","Rate","Point",0,0.12434,0.44614,0.63663,0.35565,0.269,0.35317,0.68891,0.71868,0.46581,0.27148,0.81159,0.50426,0.00662,0.25458
"World",2016,15,19,"M","Rate","Upper",0,0.1437,0.5068,0.82554,0.39529,0.29756,0.38259,0.74353,0.76476,0.50555,0.29935,0.86869,0.55359,0.00751,0.28274
"World",2017,15,19,"F","Deaths","Lower",11172,5685,11586,25161,15492,11610,16461,43352,9172,30947,4013,14961,16274,260,4685
"World",2017,15,19,"F","Deaths","Point",12572,6438,16865,28775,17609,13326,18552,47473,10540,33437,4673,16940,18892,299,5100
"World",2017,15,19,"F","Deaths","Upper",14362,7500,19857,38302,20425,15726,21237,52778,12418,36854,5425,19463,22011,342,5686
"World",2017,15,19,"F","Fraction","Lower",0.04497,0.02263,0.04555,0.10008,0.06272,0.04651,0.06599,0.17435,0.03614,0.12522,0.01604,0.05972,0.06593,0.001,0.01817
